wav_filename,wav_filesize,transcript
/home/amlee100/tmp/audio/train/LB1f082Z.wav,166558,scarta quel pacco con le penne da sdaziare e posalo sul tavolo dei finanzieri
/home/amlee100/tmp/audio/train/LB1f083Z.wav,166562,la palla colpì l'incrocio dei pali ed il tifoso sampdoriano gridò goal
/home/amlee100/tmp/audio/train/LB1f084Z.wav,166562,prima ungo la padella poi metto un rametto di rosmarino pane e altre spezie
/home/amlee100/tmp/audio/train/LB1f085Z.wav,166562,quando vado a pesca di lucci getto l'amo a pelo d'acqua e mi sdraio comodo
/home/amlee100/tmp/audio/train/LB1f086Z.wav,166558,in cucina usualmente pelo le carote seduto sullo sgabello vicino al lavandino
/home/amlee100/tmp/audio/train/LB1f087Z.wav,166562,la triste storia riguardava una transfuga in pena per i suoi due figli
/home/amlee100/tmp/audio/train/LB1f088Z.wav,166558,quella pietra pesa molto l'unica soluzione è smontare tutta la macina
/home/amlee100/tmp/audio/train/LB1f089Z.wav,166562,per fare la macedonia taglio la pesca a fette dopo aver tolto il nocciolo
/home/amlee100/tmp/audio/train/LB1f090Z.wav,166562,tra quella vecchia roba c'era anche una pompa idraulica ancora funzionante
/home/amlee100/tmp/audio/train/LB1f091Z.wav,166562,ora poso la xilografia e salgo sulla scala per aiutarti a fissare il telo
/home/amlee100/tmp/audio/train/LB1f092Z.wav,166562,postdatare un assegno non ha senso nelle nostre condizioni finanziarie
/home/amlee100/tmp/audio/train/LB1f093Z.wav,166558,trasvolare l'india era privilegio di nobili e persone di alto rango
/home/amlee100/tmp/audio/train/LB1f094Z.wav,166562,stai tranquillo e sradica pure quella rapa tanto il mio orto ne è pieno
/home/amlee100/tmp/audio/train/LB1f095Z.wav,166562,salii nuovamente sul tetto per risbloccare la stanga che ostruiva il lucernaio
/home/amlee100/tmp/audio/train/LB1f096Z.wav,166562,tutte quelle robe lasciatemi in eredità non valevano uno zero spaccato
/home/amlee100/tmp/audio/train/LB1f097Z.wav,166562,se ti sgrido con tanta verve è perché quel salto ti poteva essere fatale
/home/amlee100/tmp/audio/train/LB1f098Z.wav,166562,operato lo sblocco della slitta continuammo il nostro viaggio tra le nevi
/home/amlee100/tmp/audio/train/LB1f099Z.wav,166562,la sigla sotto quell'antico reperto in selce lavorata era palesemente sbagliata
/home/amlee100/tmp/audio/train/LB1f100Z.wav,166562,ho provato una strana sensazione nel rivedere quei vecchi film di tot
/home/amlee100/tmp/audio/train/LB1f101Z.wav,166562,anche se sono sordo non vedo perché non possa svolgere quel lavoro
/home/amlee100/tmp/audio/train/LB1f102Z.wav,166562,la spelta ed il sorgo sono cereali utilizzati nell'allevamento di ovini e bovini
/home/amlee100/tmp/audio/train/LB1f103Z.wav,166562,volgere più ricerche sulle malattie dovute alla mosca tze tze fu provvidenziale
/home/amlee100/tmp/audio/train/LB1f104Z.wav,166562,il fulmine ha colpito l'albero ma francesco tremava ancora per la paura
/home/amlee100/tmp/audio/train/LB1f105Z.wav,166562,mamma cucina benissimo ma il fritto misto era davvero troppo pesante
/home/amlee100/tmp/audio/train/LB1f106Z.wav,166558,quel cantante ha una bella voce e carlo ascolta molti dei suoi dischi
/home/amlee100/tmp/audio/train/LB1f107Z.wav,166562,anche se il tassista guida con prudenza l'auto sbanda sempre in curva
/home/amlee100/tmp/audio/train/LB1f108Z.wav,166562,abbiamo preparato una torta molto dolce perché il miele fa bene alla salute
/home/amlee100/tmp/audio/train/LB1f109Z.wav,166562,luigi ha amato una sola donna nella sua vita ed ora è rimasto solo al mondo
/home/amlee100/tmp/audio/train/LB1f110Z.wav,166562,quando laura insegnava inglese ai bambini portava spesso gli occhiali
/home/amlee100/tmp/audio/train/LB1f111Z.wav,166562,il treno partirà in ritardo a causa degli operai che lavorano nel cantiere
/home/amlee100/tmp/audio/train/LB1f112Z.wav,166558,la ballerina danzava con grazia mentre il coro cantava una canzone
/home/amlee100/tmp/audio/train/LB1f113Z.wav,166562,il parlamento discute le leggi a favore dei cittadini che pagano le tasse
/home/amlee100/tmp/audio/train/LB1f114Z.wav,166558,la signora leggeva un libro sulla grande guerra che ha distrutto il paese
/home/amlee100/tmp/audio/train/LB1f115Z.wav,166562,anche se la primavera arriverà presto le ciliege matureranno solo a giugno
/home/amlee100/tmp/audio/train/LB1f116Z.wav,166562,a destra troverai un portone lì c'è il ristorante che ha cambiato gestione
/home/amlee100/tmp/audio/train/LB1f117Z.wav,166562,il mare era molto agitato ed il transatlantico scivolava pericolosamente sulle onde
/home/amlee100/tmp/audio/train/LB1f118Z.wav,166562,dopo cena accendo il camino che riscalda la stanza e guardo la televisione
/home/amlee100/tmp/audio/train/LB1f119Z.wav,166562,giovanni parlava lentamente della ragazza con i lunghi capelli neri
/home/amlee100/tmp/audio/train/LB1f120Z.wav,166562,il nostro amore sarà eterno vivrà fino a che le stelle brillano in cielo
/home/amlee100/tmp/audio/train/LB4m001Z.wav,166488,in questi giorni l'atleta si è dedicato con abnegazione all'allenamento
/home/amlee100/tmp/audio/train/LB4m002Z.wav,166488,l'antico quadro sacro era situato nell'abside della cattedrale romanica
/home/amlee100/tmp/audio/train/LB4m003Z.wav,166488,nello sport ogni abuso di alcool comporta una grave perdita di performance
/home/amlee100/tmp/audio/train/LB4m004Z.wav,166488,la grande afa mi costrinse ad accendere il condizionatore anche in bagno
/home/amlee100/tmp/audio/train/LB4m005Z.wav,166488,fu riconosciuto grazie al tipico accento afgano dell'uomo al telefono
/home/amlee100/tmp/audio/train/LB4m006Z.wav,166488,non ho potuto accreditare sul conto le migliaia di pfennig concordate
/home/amlee100/tmp/audio/train/LB4m007Z.wav,166488,in italia il film della disney è stato distribuito dalla acme corporation
/home/amlee100/tmp/audio/train/LB4m008Z.wav,166488,le compagnie aeree non potevano oltrepassare il confine dell'urss e della cina
/home/amlee100/tmp/audio/train/LB4m009Z.wav,166488,ai ragazzi fu sconsigliato di affluire in albergo tutti in orario pomeridiano
/home/amlee100/tmp/audio/train/LB4m010Z.wav,166488,domenica l'afflusso di fedeli al santuario della vergine maria fu consistente
/home/amlee100/tmp/audio/train/LB4m011Z.wav,166488,bisognava affrettare il passo per arrivare in classe senza prendersi una nota
/home/amlee100/tmp/audio/train/LB4m012Z.wav,166488,usando un flusso ionizzante riuscimmo ad agglomerare sufficiente materiale
/home/amlee100/tmp/audio/train/LB4m013Z.wav,166488,diresse il pezzo in puro stile wagneriano ma con piglio aggressivo e deciso
/home/amlee100/tmp/audio/train/LB4m014Z.wav,166488,il segreto per quel cocktail è agitare bene e non usare seltz troppo freddo
/home/amlee100/tmp/audio/train/LB4m015Z.wav,166488,il terreno agricolo era ad ovest di oslo e costava una cifra ragionevole
/home/amlee100/tmp/audio/train/LB4m016Z.wav,166488,il sapore agro si sposa con i piatti a base di carne di capra e di maiale
/home/amlee100/tmp/audio/train/LB4m017Z.wav,166488,nello zaino del reduce vi era un albo con foto di vietcong e di coreani
/home/amlee100/tmp/audio/train/LB4m018Z.wav,166488,al ristorante di don alfonso ho assaggiato un bordeaux degno di bacco
/home/amlee100/tmp/audio/train/LB4m019Z.wav,166488,al bolscevico in avanscoperta fu intimato l'alt e la pace fu compromessa
/home/amlee100/tmp/audio/train/LB4m020Z.wav,166488,se c'è la neve il mio gatto ama dormire rannicchiato in un angolo tranquillo
/home/amlee100/tmp/audio/train/LB4m021Z.wav,166488,per colpa di un dubbio amletico ieri non dormii per tutta la notte
/home/amlee100/tmp/audio/train/LB4m022Z.wav,166488,grazie all'amnistia la ragazza poté finalmente abbracciare la madre reclusa
/home/amlee100/tmp/audio/train/LB4m023Z.wav,166488,un fragoroso applauso accolse il campione di football al suo rientro in campo
/home/amlee100/tmp/audio/train/LB4m024Z.wav,166488,nonostante lo sforzo estremo il superstite non riuscì ad approdare sull'isola
/home/amlee100/tmp/audio/train/LB4m025Z.wav,166488,in ascensore si ascoltava una musica di atmosfera decisamente rilassante
/home/amlee100/tmp/audio/train/LB4m026Z.wav,166488,la cicoria è un'erba dal sapore leggermente aspro e si mangia volentieri
/home/amlee100/tmp/audio/train/LB4m027Z.wav,166488,da giovane era certo un astro nascente ma ora è caduto nell'oblio più nero
/home/amlee100/tmp/audio/train/LB4m028Z.wav,166488,l'acqua stagnante nel pneumatico riusciva solo ad attrarre delle zanzare
/home/amlee100/tmp/audio/train/LB4m029Z.wav,166488,il governo balneare ha dato corso a provvedimenti in ambito pubblico e privato
/home/amlee100/tmp/audio/train/LB4m030Z.wav,166488,anche la banca sudtirolese convertì in euro i moduli per i suoi clienti
/home/amlee100/tmp/audio/train/LB4m031Z.wav,166488,stimammo che il banco del perù aveva un debito pari a mezzo milione di dollari
/home/amlee100/tmp/audio/train/LB4m032Z.wav,166488,la barra di tungsteno è stata assemblata con una tecnica piuttosto innovativa
/home/amlee100/tmp/audio/train/LB4m033Z.wav,166488,non tutti sanno che il bdelio è simile ad una pappa aromatizzata al caffè
/home/amlee100/tmp/audio/train/LB4m034Z.wav,166488,si udiva il belare del gregge provenire dal prato lungo il torrente
/home/amlee100/tmp/audio/train/LB4m035Z.wav,166488,il frate bevve un blando orzo molto caldo e si scottò il labbro superiore
/home/amlee100/tmp/audio/train/LB4m036Z.wav,166488,l'ispettore era esperto solo in una particolare branca di investigazione
/home/amlee100/tmp/audio/train/LB4m037Z.wav,166488,al luna park vi era un buffo clown con una calza a strisce rosse e blu
/home/amlee100/tmp/audio/train/LB4m038Z.wav,166488,quando stai buono a scuola la mamma ti regala sempre una cosa bella
/home/amlee100/tmp/audio/train/LB4m039Z.wav,166488,la busta arrivata in data quattro marzo ci invitava al pranzo di nozze
/home/amlee100/tmp/audio/train/LB4m040Z.wav,166488,gli utensili in plastica si colorano con pigmenti a base di cadmio e petrolio
/home/amlee100/tmp/audio/train/LB4m041Z.wav,166488,il calco per la statua di cesare fu realizzato con un panetto di cera speciale
/home/amlee100/tmp/audio/train/LB4m042Z.wav,166488,inghiottì la capsula e dopo un paio di secondi cadde sul posto stecchito
/home/amlee100/tmp/audio/train/LB4m043Z.wav,166488,a causa dell'accordo postbellico fu chiusa la pista a nord di shangai
/home/amlee100/tmp/audio/train/LB4m044Z.wav,166554,il piatto a base di salsiccia e cavolo ebbe il plauso di zio vladimiro
/home/amlee100/tmp/audio/train/LB4m045Z.wav,166488,il piatto a base di salsiccia e cavolo ebbe il plauso di zio vladimiro
/home/amlee100/tmp/audio/train/LB4m046Z.wav,166488,spero che un chilo di insalata di mare e la pasta avanzata siano sufficienti
/home/amlee100/tmp/audio/train/LB4m047Z.wav,166488,credo che il codice della strada vieti l'uso del clacson presso gli ospedali
/home/amlee100/tmp/audio/train/LB4m048Z.wav,166488,se mi sbrigo domani sera ti mando conferma del mio portfolio finanziario
/home/amlee100/tmp/audio/train/LB4m049Z.wav,166554,dopo la disgrazia l'autista era così confuso da smettere di guidare
/home/amlee100/tmp/audio/train/LB4m056Z.wav,166488,il dislivello del ghiaccio era dovuto a forti gelate nella calotta polare
/home/amlee100/tmp/audio/train/LB4m057Z.wav,166488,mi pare che il dogma dell'eucarestia sia ricordato nella messa e nel gloria
/home/amlee100/tmp/audio/train/LB4m058Z.wav,166554,con un subdolo trucco la maga mise la droga all'interno del talismano
/home/amlee100/tmp/audio/train/LB4m059Z.wav,166488,la pomata emanava un gran tanfo però ha eliminato in pieno il fastidioso eczema
/home/amlee100/tmp/audio/train/LB4m060Z.wav,166554,hanno suonato quella marcia con uno swing ed un ritmo veramente esclusivo
/home/amlee100/tmp/audio/train/LB4m061Z.wav,166488,fatta esplodere la occlusione alla bocca del vulcano la lava fluì liberamente
/home/amlee100/tmp/audio/train/LB4m062Z.wav,166488,il prezioso scialle stava nella sala principale del museo etnico andaluso
/home/amlee100/tmp/audio/train/LB4m063Z.wav,166488,per attraversare il ponte dovresti fare la fila come gli altri automobilisti
/home/amlee100/tmp/audio/train/LB4m064Z.wav,166488,non penso che una cura di fosforo possa guarire la tua sclerosi galoppante
/home/amlee100/tmp/audio/train/LB4m065Z.wav,166488,il fumetto raccontava di un ufo che spiava la rete informatica mondiale
/home/amlee100/tmp/audio/train/LB4m066Z.wav,166488,emilio gadda è il più perspicace scrittore della prima metà del secolo
/home/amlee100/tmp/audio/train/LB4m067Z.wav,166488,le ghirlande di fiori a margine del palco ornavano la salma del guru
/home/amlee100/tmp/audio/train/LB4m068Z.wav,166488,lo gnocco di patate con la salsa è un piatto povero che riempie la pancia
/home/amlee100/tmp/audio/train/LB4m069Z.wav,166488,dopo la gara di golf potrai vedere la replica della partita di rugby
/home/amlee100/tmp/audio/train/LB4m070Z.wav,166488,l'iceberg partito dal polo nord non si potrà sgelare in breve tempo
/home/amlee100/tmp/audio/train/LB4m071Z.wav,166488,lo psicologo ricorse all'ipnotismo per studiare il subconscio del paziente
/home/amlee100/tmp/audio/train/LB4m072Z.wav,166488,all'ambasciata di israele il punch fu servito con uno spruzzo di angostura
/home/amlee100/tmp/audio/train/LB4m073Z.wav,166488,se non sbaglio il cinque maggio è una delle più famose poesie del manzoni
/home/amlee100/tmp/audio/train/LB4m074Z.wav,166488,giunto il solstizio d'estate i maghi convennero nel parco per la cerimonia
/home/amlee100/tmp/audio/train/LB4m075Z.wav,166488,non so perché ma ormai usare un codice mnemonico mi è impossibile
/home/amlee100/tmp/audio/train/LB4m076Z.wav,166488,quella razza di rana ama saltare tra i fiori delle ninfee e degli stagni
/home/amlee100/tmp/audio/train/LB4m077Z.wav,166488,poiché raddrizzare la nave era impossibile fuggi dall'oblò e si mise in salvo
/home/amlee100/tmp/audio/train/LB4m078Z.wav,166488,dopo lo sfratto il centro oftalmico ha messo in saldo molti strumenti
/home/amlee100/tmp/audio/train/LB4m079Z.wav,166488,dal mais si può ricavare il popcorn oppure oli particolarmente leggeri
/home/amlee100/tmp/audio/train/LB4m080Z.wav,166488,le scrivo per un formale reclamo riguardo l'opzione di rateizzazione
/home/amlee100/tmp/audio/train/LB4m081Z.wav,166488,pagare le salate rette dell'immobile mi portò sull'orlo della bancarotta
/home/amlee100/tmp/audio/train/LB4m082Z.wav,166488,scarta quel pacco con le penne da sdaziare e posalo sul tavolo dei finanzieri
/home/amlee100/tmp/audio/train/LB4m083Z.wav,166554,la palla colpì l'incrocio dei pali ed il tifoso sampdoriano gridò goal
/home/amlee100/tmp/audio/train/LB4m084Z.wav,166488,prima ungo la padella poi metto un rametto di rosmarino pane e altre spezie
/home/amlee100/tmp/audio/train/LB4m085Z.wav,166488,quando vado a pesca di lucci getto l'amo a pelo d'acqua e mi sdraio comodo
/home/amlee100/tmp/audio/train/LB4m086Z.wav,166488,in cucina usualmente pelo le carote seduto sullo sgabello vicino al lavandino
/home/amlee100/tmp/audio/train/LB4m087Z.wav,166488,la triste storia riguardava una transfuga in pena per i suoi due figli
/home/amlee100/tmp/audio/train/LB4m088Z.wav,166488,quella pietra pesa molto l'unica soluzione è smontare tutta la macina
/home/amlee100/tmp/audio/train/LB4m089Z.wav,166488,per fare la macedonia taglio la pesca a fette dopo aver tolto il nocciolo
/home/amlee100/tmp/audio/train/LB4m090Z.wav,166488,tra quella vecchia roba c'era anche una pompa idraulica ancora funzionante
/home/amlee100/tmp/audio/train/LB4m091Z.wav,166554,ora poso la xilografia e salgo sulla scala per aiutarti a fissare il telo
/home/amlee100/tmp/audio/train/LB4m092Z.wav,166554,postdatare un assegno non ha senso nelle nostre condizioni finanziarie
/home/amlee100/tmp/audio/train/LB4m093Z.wav,166554,trasvolare l'india era privilegio di nobili e persone di alto rango
/home/amlee100/tmp/audio/train/LB4m094Z.wav,166554,stai tranquillo e sradica pure quella rapa tanto il mio orto ne è pieno
/home/amlee100/tmp/audio/train/LB4m095Z.wav,166554,salii nuovamente sul tetto per risbloccare la stanga che ostruiva il lucernaio
/home/amlee100/tmp/audio/train/LB4m096Z.wav,166554,tutte quelle robe lasciatemi in eredità non valevano uno zero spaccato
/home/amlee100/tmp/audio/train/LB4m097Z.wav,166554,se ti sgrido con tanta verve è perché quel salto ti poteva essere fatale
/home/amlee100/tmp/audio/train/LB4m098Z.wav,166554,operato lo sblocco della slitta continuammo il nostro viaggio tra le nevi
/home/amlee100/tmp/audio/train/LB4m099Z.wav,166488,la sigla sotto quell'antico reperto in selce lavorata era palesemente sbagliata
/home/amlee100/tmp/audio/train/LB4m100Z.wav,166554,ho provato una strana sensazione nel rivedere quei vecchi film di tot
/home/amlee100/tmp/audio/train/LB4m101Z.wav,166554,anche se sono sordo non vedo perché non possa svolgere quel lavoro
/home/amlee100/tmp/audio/train/LB4m102Z.wav,166554,la spelta ed il sorgo sono cereali utilizzati nell'allevamento di ovini e bovini
/home/amlee100/tmp/audio/train/LB4m103Z.wav,166554,volgere più ricerche sulle malattie dovute alla mosca tze tze fu provvidenziale
/home/amlee100/tmp/audio/train/LB4m104Z.wav,166554,il fulmine ha colpito l'albero ma francesco tremava ancora per la paura
/home/amlee100/tmp/audio/train/LB4m105Z.wav,166554,mamma cucina benissimo ma il fritto misto era davvero troppo pesante
/home/amlee100/tmp/audio/train/LB4m106Z.wav,166554,quel cantante ha una bella voce e carlo ascolta molti dei suoi dischi
/home/amlee100/tmp/audio/train/LB4m107Z.wav,166554,anche se il tassista guida con prudenza l'auto sbanda sempre in curva
/home/amlee100/tmp/audio/train/LB4m108Z.wav,166554,abbiamo preparato una torta molto dolce perché il miele fa bene alla salute
/home/amlee100/tmp/audio/train/LB4m109Z.wav,166554,luigi ha amato una sola donna nella sua vita ed ora è rimasto solo al mondo
/home/amlee100/tmp/audio/train/LB4m118Z.wav,166554,dopo cena accendo il camino che riscalda la stanza e guardo la televisione
/home/amlee100/tmp/audio/train/LB4m120Z.wav,166554,il nostro amore sarà eterno vivrà fino a che le stelle brillano in cielo
/home/amlee100/tmp/audio/train/LFp1B01V_#10.wav,141012,dieci è possibile che non trovi mai un momento per
/home/amlee100/tmp/audio/train/LFp1B01V_#11.wav,166520,luisa fingeva di guardare da un'altra parte ma cercava il modo per farsi notare
/home/amlee100/tmp/audio/train/LFp1B01V_#12.wav,166520,dodici ho chiesto a gianna di portare subito quell'acqua in un recipiente piccolo ma non è ancora arrivata
/home/amlee100/tmp/audio/train/LFp1B01V_#13.wav,166520,tredici non bisogna credere che sia vero tutto quello che dice la gente tu non conosci ancora gli uomini non conosci il mondo
/home/amlee100/tmp/audio/train/LFp1B01V_#14.wav,166520,quattordici chiamai il medico perché avevo male agli occhi ma quando uscì mi accorsi di non sentire neanche i rumori
/home/amlee100/tmp/audio/train/LFp1B01V_#15.wav,166520,quindici dopo tanto tempo non ricordo più dove ho messo quella bella foto ma se aspetti un po' la cerco e te la prendo
/home/amlee100/tmp/audio/train/LFp1B01V_#16.wav,166520,sedici alla fine non sono riuscito a capire se marco non voleva o non poteva venire a casa di sandra
/home/amlee100/tmp/audio/train/LFp1B01V_#17.wav,166520,diciassette quel ragazzo non dice mai la verità ma tu non fargli vedere che pensi che sia un bugiardo
/home/amlee100/tmp/audio/train/LFp1B01V_#18.wav,166520,diciotto questo tormento durerà ancora qualche ora forse un giorno poi tutto finirà e tu potrai tornare a casa nella tua terra
/home/amlee100/tmp/audio/train/LFp1B01V_#19.wav,166520,diciannove lucio era certo che sarebbe diventato una persona importante  un uomo politico
/home/amlee100/tmp/audio/train/LFp1B01V_#1.wav,99494,uno un mese di vacanza passa in fretta
/home/amlee100/tmp/audio/train/LFp1B01V_#20.wav,166520,venti stefano era un bel tipo gli piaceva farsi servire per primo e mangiava per due ma quando si trattava di pagare sembrava non vedere
/home/amlee100/tmp/audio/train/LFp1B01V_#2.wav,103542,due maria dovrebbe stare più attenta a scuola
/home/amlee100/tmp/audio/train/LFp1B01V_#3.wav,99332,tre luigi fa tutto quello che gli si chiede
/home/amlee100/tmp/audio/train/LFp1B01V_#4.wav,136468,quattro quei signori non sanno mai cosa fare né dove andare
/home/amlee100/tmp/audio/train/LFp1B01V_#5.wav,110610,cinque ora basta non ti darò più un soldo
/home/amlee100/tmp/audio/train/LFp1B01V_#6.wav,126422,sei nel grande parco un bambino giocava con suo padre
/home/amlee100/tmp/audio/train/LFp1B01V_#7.wav,124640,sette la ragazza che è appena entrata non la conosco
/home/amlee100/tmp/audio/train/LFp1B01V_#8.wav,151268,otto se mi lasci un'altra volta solo non ti parlerò
/home/amlee100/tmp/audio/train/LFp1B01V_#9.wav,154328,nove quest'anno ho fatto un lavoro nuovo però ho
/home/amlee100/tmp/audio/train/LFp2A01T_#10.wav,145814,dieci è possibile che non trovi mai un momento per scrivere a un amico lontano
/home/amlee100/tmp/audio/train/LFp2A01T_#11.wav,166520,undici luisa fingeva di guardare da un'altra parte ma cercava il modo per farsi notare
/home/amlee100/tmp/audio/train/LFp2A01T_#12.wav,166520,dodici ho chiesto a gianna di portare subito dell'acqua in un recipiente piccolo ma non è ancora arrivata
/home/amlee100/tmp/audio/train/LFp2A01T_#13.wav,166520,tredici non bisogna credere che sia vero tutto quello che dice la gente tu non conosci ancora gli uomini non conosci il mondo
/home/amlee100/tmp/audio/train/LFp2A01T_#14.wav,166520,quattordici chiamai il medico perchè avevo male agli occhi ma quando uscì mi accorsi di non
/home/amlee100/tmp/audio/train/LFp2A01T_#15.wav,166520,quindici dopo tanto tempo non ricordo più dove ho messo quella bella foto ma se aspetti un po' la cerco e te la prendo
/home/amlee100/tmp/audio/train/LFp2A01T_#16.wav,166520,sedici alla fine non sono riuscito a capire se marco non voleva o non poteva venire a casa di sandra
/home/amlee100/tmp/audio/train/LFp2A01T_#17.wav,166520,diciassette quel ragazzo non dice mai la verità ma tu non fargli vedere che pensi che sia un bugiardo
/home/amlee100/tmp/audio/train/LFp2A01T_#18.wav,166520,diciotto questo tormento durerà ancora qualche ora forse un giorno poi tutto finirà e tu potrai tornare a casa nella tua terra
/home/amlee100/tmp/audio/train/LFp2A01T_#19.wav,166520,diciannove lucio era certo che sarebbe diventato una persona importante un uomo politico
/home/amlee100/tmp/audio/train/LFp2A01T_#1.wav,100874,uno un mese di vacanza passa in fretta
/home/amlee100/tmp/audio/train/LFp2A01T_#20.wav,166520,venti stefano era un bel tipo gli piaceva farsi servire per primo e mangiava per due ma quando si trattava di pagare
/home/amlee100/tmp/audio/train/LFp2A01T_#2.wav,114544,due maria dovrebbe stare più attenta a scuola
/home/amlee100/tmp/audio/train/LFp2A01T_#3.wav,95206,tre luigi fa tutto quello che gli si chiede
/home/amlee100/tmp/audio/train/LFp2A01T_#4.wav,129776,quattro quei signori non sanno mai cosa fare nè dove andare
/home/amlee100/tmp/audio/train/LFp2A01T_#5.wav,125942,cinque ora basta non ti darò più un soldo
/home/amlee100/tmp/audio/train/LFp2A01T_#6.wav,104906,sei nel grande parco un bambino giocava con suo padre
/home/amlee100/tmp/audio/train/LFp2A01T_#7.wav,103332,sette la ragazza che è appena entrata non la conosco
/home/amlee100/tmp/audio/train/LFp2A01T_#8.wav,149352,otto se mi lasci un'altra volta solo non ti parlerò per tutta la vita
/home/amlee100/tmp/audio/train/LFp2A01T_#9.wav,147190,nove quest'anno ho fatto un lavoro nuovo però ho deciso di non cambiare più attività
/home/amlee100/tmp/audio/train/LFp2B01V_#10.wav,149682,dieci è possibile che non trovi mai un momento per scrivere a un amico lontano
/home/amlee100/tmp/audio/train/LFp2B01V_#11.wav,166520,undici luisa fingeva di guardare da un'altra parte ma cercava il modo per farsi notare
/home/amlee100/tmp/audio/train/LFp2B01V_#12.wav,166520,dodici ho chiesto a gianna di portare subito dell'acqua in un recipiente piccolo ma non è ancora arrivata
/home/amlee100/tmp/audio/train/LFp2B01V_#13.wav,166520,tredici non bisogna credere che sia vero tutto quello che dice la gente tu non conosci ancora gli uomini non conosci il mondo
/home/amlee100/tmp/audio/train/LFp2B01V_#14.wav,166520,quattordici chiamai il medico perché avevo male agli occhi ma quando uscì mi accorsi di non sentire neanche i rumori
/home/amlee100/tmp/audio/train/LFp2B01V_#15.wav,166520,quindici dopo tanto tempo non ricordo più dove ho messo quella bella foto ma se aspetti un po' la cerco e te la prendo
/home/amlee100/tmp/audio/train/LFp2B01V_#16.wav,166520,sedici alla fine non sono riuscito a capire se marco non voleva o non poteva venire a casa di sandra
/home/amlee100/tmp/audio/train/LFp2B01V_#17.wav,166520,diciassette quel ragazzo non dice mai la verità ma tu non fargli vedere che pensi che sia un bugiardo
